Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sanctuary,5.970598084897624,0.5773809523809523,0.6875,Relic,9.853602235663256,0.625,0.6875
Relic,9.853602235663256,0.625,,Sanctuary,5.970598084897624,0.5773809523809523,
