Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,20.53132095807804,0.7243107769423559,0.0,Blink,32.39754180172747,0.9523809523809523,0.0
Sanctuary,-11.98211136130775,0.6728723404255319,,Curse,25.967157887292068,0.76,
