,recommendations,win_rate,win_rate_per_cost
Starter Item,Soul Stone,,
Boots,Shoes of the Magi,0.625,3.27380952381
Item2,Book of Thoth,0.5454545454545454,1.95540308748
Item3,Obsidian Shard,0.475,2.52771618625
Item4,Chronos' Pendant,0.5181818181818182,2.15909090909
Item5,Lotus Crown,0.545454545455,3.0487804878
Item6,Rod of Tahuti,0.474576271186,1.42944659996
Relic1,Purification,0.534246575342,
Relic2,Meditation,0.5625,
