,recommendations,win_rate,win_rate_per_cost
Starter Item,Mark of the Vanguard,,
Boots,Shoes of the Magi,0.494623655914,3.09139784946
Item2,Void Stone,0.5404040404040404,2.1715673051
Item3,Sovereignty,0.5112107623318386,2.27497527201
Item4,Heartward Amulet,0.4894366197183099,2.27497527201
Item5,Gem of Isolation,0.438596491228,2.32558139535
Item6,Mystical Mail,0.47643979057591623,1.76459181695
Relic1,Sprint,0.68,
Relic2,Thorns,0.684210526316,
