,recommendations,win_rate,win_rate_per_cost
Starter Item,Soul Stone,,
Boots,Shoes of the Magi,0.528985507246,3.28539823009
Item2,Rod of Tahuti,0.6086956521739131,1.5933298411
Item3,Obsidian Shard,0.5587044534412956,2.58041710852
Item4,Book of Thoth,0.5289855072463768,1.99617172546
Item5,Polynomicon,0.619565217391,2.69376181474
Item6,Soul Reaver,0.528,1.79591836735
Relic1,Purification,0.544303797468,
Relic2,Sanctuary,0.554474708171,
