Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Relic,-40.52668410954536,0.5515463917525774,0.736842105263,Curse,37.54077247653538,0.725,0.736842105263
Meditation,10.751456908649116,0.6193181818181818,,Blink,24.564919874075024,0.6923076923076923,
