Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sanctuary,2.3278601740619234,0.6301369863013698,0.823529411765,Sprint,22.719193298225218,0.7761194029850746,0.823529411765
Purification,13.610723058917468,0.6751592356687898,,Purification,13.610723058917468,0.6751592356687898,
