Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sanctuary,-5.173405891368166,0.4426229508196721,0.0,Sprint,13.800662104842951,0.6285714285714286,0.0
Purification,-0.11342396279410852,0.4367816091954023,,Curse,5.736008607808417,0.6666666666666666,
