Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sanctuary,10.325402728988973,0.6146788990825688,0.8,Purification,15.536408356376121,0.6407766990291263,0.8
Purification,15.536408356376121,0.6407766990291263,,Sprint,13.813572163748983,0.68,
