,recommendations,win_rate,win_rate_per_cost
Starter Item,Mark of the Vanguard,,
Boots,Shoes of Focus,0.44,3.33333333333
Item2,Lotus Crown,0.5277777777777778,2.43902439024
Item3,Bulwark of Hope,0.5,1.9801980198
Item4,Rod of Asclepius,0.47058823529411764,1.87969924812
Item5,Spirit Robe,0.527777777778,2.50156347717
Item6,Hide of the Urchin,0.526315789474,2.08333333333
Relic1,Shell,0.533333333333,
Relic2,Meditation,0.471698113208,
