Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sanctuary,6.847762627941592,0.5526315789473685,0.657407407407,Purification,14.851212057699081,0.5816326530612245,0.657407407407
Purification,14.851212057699081,0.5816326530612245,,Sanctuary,6.847762627941592,0.5526315789473685,
