,recommendations,win_rate,win_rate_per_cost
Starter Item,Bluestone Pendant,,
Boots,Warrior Tabi,0.469945355191,2.96729234573
Item2,Hide of the Urchin,0.49645390070921985,1.76091269841
Item3,Stone of Gaia,0.4909090909090909,2.1130952381
Item4,Jotunn's Wrath,0.46994535519125685,1.73204527713
Item5,Mystical Mail,0.5,1.85185185185
Item6,Titan's Bane,0.488888888889,2.38482384824
Relic1,Sprint,0.590163934426,
Relic2,Blink,0.529411764706,
