Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sanctuary,3.3251570944302338,0.4927536231884058,0.333333333333,Curse,4.934469831233514,0.75,0.333333333333
Purification,-3.4868885599172743,0.4262295081967213,,Sanctuary,3.3251570944302338,0.4927536231884058,
