,recommendations,win_rate,win_rate_per_cost
Starter Item,Vampiric Shroud,,
Boots,Shoes of Focus,0.529914529915,2.90598290598
Item2,Book of Thoth,0.49640287769784175,1.87321840641
Item3,Rod of Tahuti,0.5299145299145299,1.49518939066
Item4,Obsidian Shard,0.5088757396449705,2.42147745218
Item5,Spear of the Magus,0.55,2.55813953488
Item6,Spear of Desolation,0.4375,1.15131578947
Relic1,Meditation,0.588235294118,
Relic2,Purification,0.513513513514,
