Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,0.2297568606365586,0.4934210526315789,0.495726495726,Purification,0.2297568606365586,0.4934210526315789,0.495726495726
Sanctuary,-0.3866745846381539,0.48091603053435117,,Sanctuary,-0.3866745846381539,0.48091603053435117,
