,recommendations,win_rate,win_rate_per_cost
Starter Item,Watcher's Gift,,
Boots,Travelers Shoes,0.601351351351,3.95604395604
Item2,Heartward Amulet,0.5585284280936454,2.50626566416
Item3,Hide of the Urchin,0.5263157894736842,2.19298245614
Item4,Sovereignty,0.5233333333333333,2.50626566416
Item5,Void Stone,0.621848739496,2.82658517953
Item6,Winged Blade,0.526315789474,3.25054784514
Relic1,Blink,0.53,
Relic2,Meditation,0.493023255814,
