Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,7.434312542311446,0.47840531561461797,0.411764705882,Purification,7.434312542311446,0.47840531561461797,0.411764705882
Wrath,-2.6030688624337452,0.45955882352941174,,Sprint,-0.8237532210611883,0.45588235294117646,
