Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,12.902754224582665,0.5487571701720841,0.646017699115,Purification,12.902754224582665,0.5487571701720841,0.646017699115
Sanctuary,-20.063588303403527,0.5268817204301075,,Sprint,5.596952350822563,0.5738636363636364,
