,recommendations,win_rate,win_rate_per_cost
Starter Item,Bumba's Mask,,
Boots,Warrior Tabi,0.4745098039215686,3.85523210071
Item2,Deathbringer,0.5657894736842105,1.86737804878
Item3,Malice,0.5975609756097561,1.9918699187
Item4,Titan's Bane,0.5434782608695652,2.91493158834
Item5,Brawler's Beat Stick,0.565789473684,2.74822695035
Item6,Mantle of Discord,0.659574468085,2.68817204301
Relic1,Purification,0.508287292818,
Relic2,Sprint,0.642857142857,
