Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,-0.6558551071527708,0.5007776049766719,0.6875,Relic,0.8631189972018732,0.5535714285714286,0.6875
Sanctuary,0.5010284995966033,0.5090016366612111,,Sanctuary,0.5010284995966033,0.5090016366612111,
