,recommendations,win_rate,win_rate_per_cost
Starter Item,Death's Toll,,
Boots,Warrior Tabi,0.784090909091,5.21431727795
Item2,Hastened Fatalis,0.8472222222222222,3.77672513123
Item3,Death's Toll,0.8260869565217391,10.102739726
Item4,Ichaival,0.7840909090909091,4.75423045931
Item5,Frostbound Hammer,0.846153846154,3.67892976589
Item6,Witchblade,0.75,3.65853658537
Relic1,Sunder,0.875,
Relic2,Curse,0.875,
