Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,0.4766210849194142,0.5789473684210527,1.0,Sunder,15.601646702500549,1.0,1.0
Sanctuary,5.261656341928573,0.6153846153846154,,Sprint,14.36596963440164,0.7,
