Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sprint,9.083076959004522,0.6428571428571429,1.0,Meditation,11.194187150443858,0.7037037037037037,1.0
Sanctuary,-6.675121383006154,0.547945205479452,,Curse,10.511639699494252,0.7692307692307693,
