Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Curse,-3.4565078305507986,0.5086206896551724,0.0,Wrath,22.825684509865887,0.52,0.0
Purification,-64.18487237311186,0.42,,Shell,4.334286160821104,0.5714285714285714,
