Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Meditation,-193.86451343584798,0.6417910447761194,0.0,Relic,110.97137902102034,0.4166666666666667,0.0
Sanctuary,-310.5014776888843,0.4666666666666667,,Thorns,18.66191053312458,0.5,
