Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,-4.1460410817855475,0.42424242424242425,0.0,Thorns,3.2585863715544985,0.6842105263157895,0.0
Meditation,-2.2436343447572518,0.4264705882352941,,Wrath,1.921396794126021,0.7,
