,recommendations,win_rate,win_rate_per_cost
Starter Item,Bluestone Pendant,,
Boots,Warrior Tabi,0.5783132530120482,3.79506641366
Item2,Titan's Bane,0.6341463414634146,2.86944045911
Item3,Jotunn's Wrath,0.6083743842364532,2.41080038573
Item4,Transcendence,0.5845824411134903,2.26244343891
Item5,Brawler's Beat Stick,0.636842105263,2.65350877193
Item6,Witchblade,0.666666666667,3.25203252033
Relic1,Curse,0.783783783784,
Relic2,Sunder,0.634615384615,
