,recommendations,win_rate,win_rate_per_cost
Starter Item,Death's Toll,,
Boots,Warrior Tabi,0.16822429906542055,1.65898617512
Item2,Titan's Bane,0.2571428571428571,1.2543554007
Item3,Frostbound Hammer,0.225,1.11801242236
Item4,Qin's Sais,0.2786885245901639,0.952380952381
Item5,Transcendence,0.222222222222,0.854700854701
Item6,Stone of Gaia,0.25,1.25
Relic1,Shell,0.2,
Relic2,Sunder,0.318181818182,
