Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Wrath,22.606021070687895,0.6886792452830188,0.857142857143,Wrath,22.606021070687895,0.6886792452830188,0.857142857143
Sprint,10.299494563587167,0.6785714285714286,,Frenzy,21.45659774471805,0.875,
