Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Meditation,-79.62365991214936,0.3877551020408163,0.0,Wrath,158.45626743315563,1.0,0.0
Sanctuary,-27.814246913069436,0.4888888888888889,,Curse,81.04294611494018,0.6842105263157895,
