Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sanctuary,-35.18681673977613,0.6181229773462783,0.5,Relic,71.5171066071276,0.7926829268292683,0.5
Sprint,32.676537813705224,0.6824324324324325,,Sprint,32.676537813705224,0.6824324324324325,
