Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,7.096204571846693,0.6411042944785276,0.75,Purification,7.096204571846693,0.6411042944785276,0.75
Sanctuary,-4.044040545138424,0.594017094017094,,Blink,6.8351005997590795,0.7435897435897436,
