Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sanctuary,-16.54649758210734,0.3458646616541353,1.0,Meditation,8.833546491874857,0.4830508474576271,1.0
Sprint,0.05909013746403925,0.4369747899159664,,Wrath,6.325040633561872,0.5714285714285714,
