Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Meditation,2.713164305332504,0.5423728813559322,0.714285714286,Curse,3.1262767686188035,0.59375,0.714285714286
Sanctuary,2.194212754367214,0.5392156862745098,,Meditation,2.713164305332504,0.5423728813559322,
