Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Relic,-23.738530120019387,0.2459016393442623,1.0,Purification,2.3342016281801725,0.42857142857142855,1.0
Meditation,2.170499999217806,0.38596491228070173,,Meditation,2.170499999217806,0.38596491228070173,
