Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,-2.998627203982267,0.543010752688172,1.0,Sprint,30.30172749380291,0.6417910447761194,1.0
Sanctuary,-8.675880556230126,0.5425219941348973,,Meditation,14.123458482715343,0.5555555555555556,
