Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Relic,-50.64885173067252,0.3474576271186441,0.6,Sprint,19.51783744442304,0.6206896551724138,0.6
Meditation,16.12888174168904,0.5225225225225225,,Meditation,16.12888174168904,0.5225225225225225,
