,recommendations,win_rate,win_rate_per_cost
Starter Item,Mark of the Vanguard,,
Boots,Shoes of Focus,0.5486111111111112,3.72881355932
Item2,Heartward Amulet,0.6142857142857143,2.66343825666
Item3,Sovereignty,0.559322033898305,2.66343825666
Item4,Bulwark of Hope,0.5428571428571428,2.21513676791
Item5,Gem of Isolation,0.769230769231,2.849002849
Item6,Void Stone,0.590909090909,2.6936026936
Relic1,Curse,0.547619047619,
Relic2,Meditation,0.596899224806,
