Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Meditation,0.5358593003795734,0.5521472392638037,0.818181818182,Blink,5.227692100139214,0.6048387096774194,0.818181818182
Relic,-2.26524817970636,0.5294117647058824,,Curse,3.1230749933351163,0.6486486486486487,
