,recommendations,win_rate,win_rate_per_cost
Starter Item,Soul Stone,,
Boots,Shoes of the Magi,0.472972972973,3.24074074074
Item2,Book of Thoth,0.5673076923076923,1.87321840641
Item3,Warlock's Sash,0.49640287769784175,1.87321840641
Item4,Rod of Tahuti,0.5145631067961165,1.49518939066
Item5,Obsidian Shard,0.518518518519,2.30718523401
Item6,Spear of the Magus,0.567307692308,2.55813953488
Relic1,Sprint,0.578947368421,
Relic2,Sanctuary,0.526946107784,
