Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Relic,-15.84022788659224,0.2804878048780488,0.642857142857,Meditation,7.151336148613946,0.5714285714285714,0.642857142857
Meditation,7.151336148613946,0.5714285714285714,,Blink,4.89683550354214,0.5428571428571428,
