Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sanctuary,8.106293207963475,0.562753036437247,0.636363636364,Purification,15.115122811485799,0.5739910313901345,0.636363636364
Purification,15.115122811485799,0.5739910313901345,,Sanctuary,8.106293207963475,0.562753036437247,
