Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Meditation,3.1614536565759312,0.5757575757575758,0.8,Curse,15.892182226186607,0.6333333333333333,0.8
Relic,-34.64199985257987,0.48175182481751827,,Shell,12.371732580673218,0.660377358490566,
