Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sanctuary,0.7952868749176328,0.5194805194805194,0.0,Sprint,3.9029164006155277,0.7142857142857143,0.0
Purification,0.20718708629530966,0.515527950310559,,Blink,1.8782517835388308,0.6363636363636364,
