,recommendations,win_rate,win_rate_per_cost
Starter Item,Mark of the Vanguard,,
Boots,Shoes of Focus,0.54,3.59550561798
Item2,Void Stone,0.5875,2.22634508349
Item3,Heartward Amulet,0.551440329218107,2.33236151603
Item4,Mystical Mail,0.5467625899280576,1.81405895692
Item5,Mantle of Discord,0.546762589928,1.74193548387
Item6,Spirit Robe,0.5,2.0325203252
Relic1,Shell,0.613636363636,
Relic2,Blink,0.544217687075,
