Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,2.421835931223284,0.4363256784968685,0.0,Meditation,21.079183307938756,0.4444444444444444,0.0
Sanctuary,13.658256390994728,0.46443514644351463,,Curse,19.60083391937918,0.5416666666666666,
