,recommendations,win_rate,win_rate_per_cost
Starter Item,Mark of the Vanguard,,
Boots,Shoes of the Magi,0.583333333333,3.64583333333
Item2,Sovereignty,0.5519125683060109,2.36686390533
Item3,Breastplate of Valor,0.4824561403508772,2.16104965269
Item4,Heartward Amulet,0.5074626865671642,2.36686390533
Item5,Mantle of Discord,0.578947368421,1.8675721562
Item6,Winged Blade,0.497041420118,2.7027027027
Relic1,Blink,0.65,
Relic2,Sprint,0.570175438596,
