,recommendations,win_rate,win_rate_per_cost
Starter Item,Mark of the Vanguard,,
Boots,Shoes of the Magi,0.493150684932,2.92630057803
Item2,Sovereignty,0.47,2.19865208264
Item3,Breastplate of Valor,0.45322245322245325,2.00746494502
Item4,Void Stone,0.47477744807121663,2.09871335161
Item5,Winged Blade,0.616071428571,3.33011583012
Item6,Genji's Guard,0.48275862069,2.24159402242
Relic1,Blink,0.47265625,
Relic2,Curse,0.531746031746,
