Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Sanctuary,-1.7092335568556345,0.5130434782608696,1.0,Sprint,7.742775493986681,0.5625,1.0
Purification,2.606576768675457,0.5154639175257731,,Meditation,4.350687407709294,0.5384615384615384,
