,recommendations,win_rate,win_rate_per_cost
Starter Item,Bumba's Mask,,
Boots,Shoes of the Magi,0.54347826087,3.23482428115
Item2,Rod of Tahuti,0.5668789808917197,1.63698271346
Item3,Dynasty Plate Helm,0.5694444444444444,3.19693094629
Item4,Obsidian Shard,0.5434782608695652,2.65111346766
Item5,Polynomicon,0.535483870968,2.26971260133
Item6,Soul Reaver,0.517571884984,1.82137371077
Relic1,Purification,0.537366548043,
Relic2,Blink,0.532338308458,
