,recommendations,win_rate,win_rate_per_cost
Starter Item,Watcher's Gift,,
Boots,Travelers Shoes,0.574603174603,4.28571428571
Item2,Hide of the Urchin,0.5929203539823009,2.39417989418
Item3,Sovereignty,0.5746031746031746,2.73620559335
Item4,Heartward Amulet,0.5735849056603773,2.73620559335
Item5,Rod of Asclepius,0.676470588235,2.54312251216
Item6,Mantle of Discord,0.592920353982,2.2770398482
Relic1,Meditation,0.582329317269,
Relic2,Curse,0.572916666667,
