,recommendations,win_rate,win_rate_per_cost
Starter Item,Mark of the Vanguard,,
Boots,Shoes of Focus,0.72,3.78947368421
Item2,Breastplate of Valor,0.5773809523809523,2.47139588101
Item3,Winged Blade,0.5977011494252874,3.07254623044
Item4,Mark of the Vanguard,0.5507246376811594,7.10526315789
Item5,Soul Reaver,0.75,2.47371675943
Item6,Witchblade,0.597701149425,3.1894934334
Relic1,Sprint,0.75,
Relic2,Blink,0.576086956522,
