,recommendations,win_rate,win_rate_per_cost
Starter Item,Bumba's Mask,,
Boots,Warrior Tabi,0.46808510638297873,3.1541218638
Item2,Deathbringer,0.5825242718446602,1.52777777778
Item3,Titan's Bane,0.5168539325842697,2.38482384824
Item4,Hydra's Lament,0.4888888888888889,2.27390180879
Item5,Breastplate of Valor,0.545454545455,2.67558528428
Item6,Malice,0.615384615385,1.81818181818
Relic1,Purification,0.503937007874,
Relic2,Wrath,0.506024096386,
