,recommendations,win_rate,win_rate_per_cost
Starter Item,Bumba's Mask,,
Boots,Warrior Tabi,0.630434782609,3.54206198608
Item2,Hydra's Lament,0.6304347826086957,2.55357957136
Item3,Jotunn's Wrath,0.5526315789473685,2.25008036001
Item4,Stone Cutting Sword,0.5714285714285714,2.11161387632
Item5,Transcendence,0.666666666667,2.5641025641
Item6,Qin's Sais,0.666666666667,2.46913580247
Relic1,Wrath,0.638888888889,
Relic2,Purification,0.56338028169,
