Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,4.987316631963959,0.4429530201342282,0.477876106195,Sanctuary,13.75283543117725,0.46564885496183206,0.477876106195
Sanctuary,13.75283543117725,0.46564885496183206,,Purification,4.987316631963959,0.4429530201342282,
