Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Meditation,2.7371835775007045,0.5068493150684932,0.607142857143,Shell,3.201339369261156,0.5535714285714286,0.607142857143
Sprint,-1.7536209337023372,0.4714285714285714,,Meditation,2.7371835775007045,0.5068493150684932,
