Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,10.200821508447678,0.5113207547169811,0.7,Purification,10.200821508447678,0.5113207547169811,0.7
Sanctuary,-6.015290763127046,0.503921568627451,,Sprint,8.21470775430732,0.5675675675675675,
