Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Purification,-7.668236341082056,0.5904334828101644,0.47619047619,Wrath,8.853193301681225,0.5799086757990868,0.47619047619
Wrath,8.853193301681225,0.5799086757990868,,Teleport,-5.052440538971808,0.6151419558359621,
