Relics_most_pop,Relics_most_pop_L2,Relics_most_pop_winrate,Relics_most_pop_wr_paired,Relics_L2,Relics_L2_coef,Relics_L2_winrate,Relics_L2_wr_paired
Wrath,-0.8830866417007465,0.4727626459143969,0.511111111111,Purification,4.2495370435568764,0.49894736842105264,0.511111111111
Purification,4.2495370435568764,0.49894736842105264,,Sanctuary,1.7019082429441497,0.5078534031413613,
