,recommendations,win_rate,win_rate_per_cost
Starter Item,Watcher's Gift,,
Boots,Reinforced Shoes,0.607902735562,4.39755973564
Item2,Sovereignty,0.60790273556231,2.4083196497
Item3,Breastplate of Valor,0.5833333333333334,2.19890054973
Item4,Heartward Amulet,0.6115107913669064,2.4083196497
Item5,Mantle of Discord,0.615658362989,2.15053763441
Item6,Winged Blade,0.614035087719,3.37600758653
Relic1,Sprint,0.58844765343,
Relic2,Curse,0.586206896552,
